"GBAN","cluster","Orc_genre","Orc_species","Fun_order","Fun_family","Fun_genus","Fun_species","lat","lon","geneRegion","DOI","Title","Author","Origin","pubmed","number","Notes","otu"
"MK557778","Cluster 154","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",40.82348,14.39381,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb29"
"MK557779","Cluster 155","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.94129,3.525601,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer26"
"MK557780","Cluster 156","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.26209,-8.61475,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer27"
"MK557780","Cluster 156","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer27"
"MK557780","Cluster 156","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.20016,-6.63079,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer27"
"MK557780","Cluster 156","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.21013,-6.6253,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer27"
"MK557781","Cluster 157","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.8225,14.38295,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer28"
"MK557781","Cluster 157","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.47195,23.18327,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer28"
"MK557782","Cluster 158","Spiranthes","Spiranthes spiralis","Agaricales","inocybaceae","","",48.79631,-1.56969,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ino7"
"MK557782","Cluster 158","Spiranthes","Spiranthes spiralis","Agaricales","inocybaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ino7"
"MK557782","Cluster 158","Spiranthes","Spiranthes spiralis","Agaricales","inocybaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ino7"
"MK557782","Cluster 158","Spiranthes","Spiranthes spiralis","Agaricales","inocybaceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ino7"
"MK557782","Cluster 158","Spiranthes","Spiranthes spiralis","Agaricales","inocybaceae","","",37.78321,14.57238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ino7"
"MK557782","Cluster 158","Spiranthes","Spiranthes spiralis","Agaricales","inocybaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ino7"
"MK557783","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.09555,26.36539,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557783","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93497,3.518619,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557783","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.81393,14.41387,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557783","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.26178,-8.61585,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557783","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93131,3.510012,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.6353,22.97012,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.47195,23.18327,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",38.9892,26.31498,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82347,14.39286,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.81393,14.41387,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.09555,26.36539,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.10837,26.37353,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",41.30991,14.02031,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557784","Cluster 159","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer29"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.8225,14.38295,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.21013,-6.6253,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.06083,26.55076,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02045,26.32708,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.10837,26.37353,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557785","Cluster 160","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",38.9892,26.31498,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer30"
"MK557786","Cluster 127","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer18"
"MK557786","Cluster 127","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.94703,3.528905,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer18"
"MK557787","Cluster 23","Spiranthes","Spiranthes spiralis","Cantharellales","tulasnellaceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","tul18"
"MK557787","Cluster 23","Spiranthes","Spiranthes spiralis","Cantharellales","tulasnellaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","tul18"
"MK557787","Cluster 23","Spiranthes","Spiranthes spiralis","Cantharellales","tulasnellaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","tul18"
"MK557788","Cluster 161","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",40.82348,14.39381,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb30"
"MK557788","Cluster 161","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",37.78321,14.57238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb30"
"MK557788","Cluster 161","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",40.50274,14.1054,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb30"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",48.79631,-1.56969,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.92146,3.473415,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.94703,3.528905,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.26209,-8.61475,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.32158,-8.57318,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.20016,-6.63079,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.10837,26.37353,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.94129,3.525601,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557789","Cluster 162","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.21013,-6.6253,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer31"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",41.30194,14.00648,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.94703,3.528905,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.32158,-8.57318,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02045,26.32708,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.5927,23.09452,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.92146,3.473415,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.78321,14.57238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.09555,26.36539,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557790","Cluster 85","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.06083,26.55076,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer4"
"MK557791","Cluster 163","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",41.30194,14.00648,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus21"
"MK557792","Cluster 164","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",48.79631,-1.56969,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb31"
"MK557792","Cluster 164","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",54.26178,-8.61585,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb31"
"MK557793","Cluster 165","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer32"
"MK557793","Cluster 165","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02045,26.32708,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer32"
"MK557793","Cluster 165","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",38.9892,26.31498,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer32"
"MK557793","Cluster 165","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer32"
"MK557794","Cluster 166","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb32"
"MK557794","Cluster 166","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",40.82347,14.39286,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb32"
"MK557794","Cluster 166","Spiranthes","Spiranthes spiralis","Sebacinales","sebacinaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","seb32"
"MK557795","Cluster 167","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",41.30991,14.02031,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus22"
"MK557795","Cluster 167","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus22"
"MK557796","Cluster 168","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",40.8217,14.39482,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the26"
"MK557796","Cluster 168","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",43.93131,3.510012,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the26"
